Cor,Placa,Marca,Ano,Kilometragem,Valor,Modelo,Categoria
Branco,6F-4804,Lamborghini,1991,131726.0,961563.0,F8 Tributo,Esportivo
Preto,9L-2888,Lamborghini,2011,174862.0,463442.0,Onix,Pick-up
Vermelho,6P-3537,Mitsubishi,1995,206392.0,749788.0,Duster,SUV
Branco,3A-9642,Lamborghini,1990,151321.0,52020.0,Corolla,Hatch
Vermelho,8K-9684,Ferrari,2009,278101.0,992113.0,Polo,Hatch
Vermelho,4Q-8035,Lamborghini,1994,171207.0,830374.0,Fiesta,Hatch
Branco,3U-5835,Ferrari,2023,285102.0,345165.0,F8 Tributo,SUV
Preto,4D-8098,Honda,1991,80466.0,609063.0,Eclipse GT,SUV
Azul,2N-5295,Honda,2021,181542.0,933579.0,458 Italia,Esportivo
Preto,9G-4151,Mitsubishi,2002,120174.0,189024.0,Tucson,Pick-up
Vermelho,1C-1011,Ferrari,2023,196318.0,588775.0,Palio,Esportivo
Branco,5Q-4003,Lamborghini,2010,248247.0,842909.0,California T,Pick-up
Preto,2Z-6926,Chevrolet,2019,284442.0,167496.0,Renegade,SUV
Branco,2V-1605,Toyota,2011,37054.0,967565.0,Creta,Super Esportivo
Branco,8P-7758,Honda,1997,263339.0,193949.0,Onix,Pick-up
Verde,3P-1310,Chevrolet,1997,226239.0,208585.0,F430,Pick-up
Preto,8W-9753,Toyota,1994,208662.0,609208.0,Duster,Hatch
Azul,2E-8312,Toyota,2020,191418.0,75478.0,LaFerrari,Sedan
Preto,3R-8616,Chevrolet,1992,8787.0,416892.0,C4 Cactus,SUV
Preto,3V-4230,Ferrari,2020,124008.0,128969.0,Reventón,Hatch
Azul,3T-3905,Toyota,2006,227563.0,764013.0,F8 Tributo,SUV
Azul,4V-7246,Lamborghini,1997,31973.0,829231.0,Ranger,Hatch
Branco,4W-3179,Toyota,1996,191019.0,195894.0,City,SUV
Branco,1E-1191,Lamborghini,2004,286425.0,43925.0,Renegade,Pick-up
Branco,6X-2869,Mitsubishi,2009,126411.0,361997.0,Strada,Sedan
Verde,9J-1400,Ferrari,1998,281552.0,242192.0,Strada,Sedan
Preto,9H-6160,Ford,2007,242647.0,960687.0,Tucson,SUV
Vermelho,6N-6327,Ferrari,2014,205967.0,245139.0,Gallardo,Sedan
Verde,8K-9449,Chevrolet,1995,15049.0,56219.0,Gallardo,Sedan
Verde,1J-3458,Ford,1995,130701.0,967345.0,Essenza SCV12,Sedan
Verde,3Q-7588,Ford,2014,108178.0,18138.0,S10,Esportivo
Vermelho,8D-9873,Chevrolet,2001,225170.0,827180.0,A3,Esportivo
Verde,6A-8649,Ferrari,2010,288048.0,368269.0,F430,Hatch
Branco,7B-6975,Mitsubishi,2010,164796.0,135190.0,Onix,Hatch
Branco,4Q-5158,Chevrolet,2000,3957.0,937420.0,Duster,Pick-up
Branco,6J-5972,Chevrolet,1994,144399.0,365527.0,Fiesta,Super Esportivo
Preto,3Y-3251,Chevrolet,1998,183206.0,507812.0,Onix,Esportivo
Verde,5N-7621,Ferrari,2004,250684.0,522642.0,F12 Berlinetta,Sedan
Verde,7A-3197,Toyota,2014,4368.0,49643.0,Voyage,Hatch
Preto,6Y-8833,Honda,2003,228313.0,977104.0,458 Speciale,SUV
Vermelho,5Z-4698,Ford,2018,243495.0,978932.0,Gallardo,Pick-up
Preto,9R-7567,Chevrolet,2013,219001.0,874283.0,Voyage,Sedan
Verde,2W-3965,Toyota,2019,214421.0,906148.0,Duster,SUV
Verde,1Z-2066,Mitsubishi,1996,42795.0,293121.0,Compass,Super Esportivo
Branco,3J-3988,Lamborghini,2014,94910.0,733078.0,Focus,Super Esportivo
Vermelho,8C-8775,Ferrari,1992,242022.0,445921.0,812 GTS,Esportivo
Preto,5M-2633,Honda,2009,210978.0,102209.0,Sian,Super Esportivo
Azul,8D-1227,Lamborghini,1993,253202.0,225659.0,California T,Super Esportivo
Preto,9N-1392,Honda,2013,45395.0,966706.0,Fusion,Super Esportivo
Preto,7K-6937,Honda,2019,28574.0,96859.0,Kicks,Hatch
Azul,3W-7825,Ferrari,2003,124604.0,297171.0,HR-V,Esportivo
Azul,3J-5433,Honda,2012,18467.0,260128.0,Tucson,SUV
Branco,6I-1450,Ford,2011,72020.0,813064.0,Uno,Super Esportivo
Branco,2H-4813,Honda,2010,75678.0,800011.0,Fiesta,Pick-up
Preto,1K-2504,Honda,2019,9618.0,343372.0,F430,Super Esportivo
Azul,2Y-3102,Mitsubishi,2005,266263.0,225017.0,Renegade,Sedan
Branco,5P-2475,Ferrari,2020,217045.0,600218.0,S10,Sedan
Azul,2V-8996,Ferrari,2003,140975.0,926189.0,Corolla,Super Esportivo
Preto,7W-9140,Chevrolet,1994,210477.0,349006.0,Sian,Super Esportivo
Preto,5D-7274,Mitsubishi,2000,223239.0,879529.0,Huracan,Esportivo
Azul,2Y-3245,Honda,1998,257145.0,19996.0,488 GTB,Sedan
Vermelho,1N-9406,Chevrolet,2012,29469.0,204064.0,Creta,Pick-up
Branco,5E-1996,Ford,2018,131229.0,634859.0,HR-V,Hatch
Preto,1V-3222,Ford,2012,101228.0,258808.0,Gallardo,Sedan
Preto,3Q-4822,Ford,2006,93266.0,84466.0,City,Esportivo
Vermelho,6H-9681,Mitsubishi,1992,127984.0,568117.0,Onix,Hatch
Verde,3Q-8350,Mitsubishi,2023,263071.0,693274.0,Kicks,Super Esportivo
Azul,1K-3710,Ford,2019,4099.0,96452.0,Aventador SVJ,SUV
Preto,6S-8986,Ford,1992,119226.0,964836.0,S10,Esportivo
Vermelho,7P-4956,Chevrolet,2012,1993.0,431957.0,488 GTB,Pick-up
Azul,7K-9973,Chevrolet,1994,74910.0,475436.0,Ranger,Esportivo
Branco,6S-9092,Ford,1993,260979.0,421555.0,California T,Sedan
Preto,1Y-6061,Chevrolet,1992,21870.0,193849.0,F8 Tributo,SUV
Azul,8A-3349,Ferrari,1998,53074.0,857641.0,Aventador,Pick-up
Branco,7N-9132,Honda,2021,128168.0,812535.0,Eclipse GT,SUV
Verde,8L-7206,Mitsubishi,2005,220882.0,141754.0,California T,Super Esportivo
Branco,8N-5789,Toyota,2015,161441.0,955906.0,Eclipse GT,Pick-up
Azul,9H-9191,Honda,2013,32938.0,453623.0,City,Hatch
Preto,4Q-5026,Ferrari,2012,24724.0,368320.0,Aventador SVJ,Hatch
Preto,6J-9335,Ferrari,1990,104430.0,512571.0,C4 Cactus,Super Esportivo
Azul,5X-7536,Toyota,2016,61607.0,924987.0,Fiesta Sedan,Esportivo
Preto,1H-7568,Chevrolet,1997,102254.0,808714.0,F12 Berlinetta,Esportivo
Vermelho,6M-5348,Lamborghini,2012,76768.0,285263.0,C4 Cactus,Esportivo
Verde,6H-9736,Ford,2019,169431.0,834351.0,Golf,Super Esportivo
Preto,3Y-5248,Honda,2011,259084.0,719774.0,A3,Pick-up
Branco,1X-8043,Ford,2020,7817.0,515755.0,812 GTS,Hatch
Azul,7E-2659,Honda,2004,203560.0,883109.0,Gallardo,Sedan
Branco,1H-1563,Mitsubishi,1993,275256.0,587806.0,Hilux,SUV
Azul,8E-4505,Chevrolet,1998,216803.0,277078.0,Fiesta Sedan,Pick-up
Branco,2T-5077,Honda,2019,190968.0,320362.0,City,Sedan
Preto,5F-2647,Ford,1999,67329.0,321519.0,Eclipse GT,SUV
Azul,2J-2754,Toyota,1994,222416.0,710111.0,458 Speciale,Super Esportivo
Verde,8X-9111,Ferrari,2002,79023.0,281027.0,Creta,Pick-up
Azul,2D-1047,Ferrari,2015,27806.0,414199.0,812 Superfast,Hatch
Branco,3V-8679,Lamborghini,2007,259242.0,526991.0,F8 Tributo,Esportivo
Verde,4M-5945,Chevrolet,2008,95374.0,705054.0,Ranger,Pick-up
Branco,1R-4021,Ford,1998,144705.0,601827.0,Portofino,SUV
Azul,5P-2080,Chevrolet,2002,73263.0,581583.0,Huracan,Hatch
Azul,3D-4529,Mitsubishi,2001,97403.0,152949.0,F12 Berlinetta,Sedan
Vermelho,2C-8227,Ford,1995,36345.0,251623.0,City,Esportivo
Branco,8U-9652,Lamborghini,1997,69212.0,329317.0,F430,Pick-up
Azul,5O-2587,Ferrari,2007,253863.0,786046.0,Fiesta,Hatch
Azul,8P-1464,Ferrari,2022,233388.0,317644.0,Golf,Sedan
Azul,7C-5170,Toyota,2008,194167.0,237265.0,Civic,SUV
Branco,4U-1036,Mitsubishi,1992,285225.0,56483.0,Fiesta Sedan,Sedan
Verde,6P-8164,Ferrari,2000,88545.0,955415.0,F12 Berlinetta,Esportivo
Branco,8L-5201,Mitsubishi,2010,3110.0,825375.0,C4 Cactus,SUV
Verde,4D-3954,Toyota,2015,2182.0,23158.0,F8 Tributo,Sedan
Azul,2P-5362,Mitsubishi,1999,113432.0,581245.0,Gallardo,Pick-up
Verde,8I-3704,Ford,2021,248043.0,922499.0,California T,Hatch
Verde,6B-8167,Lamborghini,1993,164728.0,206340.0,488 Pista,Hatch
Verde,4I-4687,Chevrolet,2014,52382.0,132991.0,Reventón,Pick-up
Verde,8S-1025,Honda,2013,196429.0,35320.0,C4 Cactus,Pick-up
Vermelho,9G-1412,Lamborghini,2009,6423.0,531103.0,Strada,SUV
Preto,6V-2589,Mitsubishi,2005,138792.0,461034.0,Reventón,Esportivo
Branco,6N-5551,Mitsubishi,2020,14013.0,272363.0,HR-V,Sedan
Preto,9N-6474,Chevrolet,2023,220838.0,110848.0,Polo,Hatch
Vermelho,9F-1433,Ferrari,2023,196404.0,860522.0,Eclipse GT,Sedan
Preto,1U-8633,Toyota,1991,8600.0,451380.0,Palio,Esportivo
Preto,5I-7599,Ferrari,2015,186711.0,980311.0,Tucson,Hatch
Azul,2Q-1475,Mitsubishi,2011,97110.0,671131.0,F8 Tributo,Esportivo
Branco,8J-6526,Honda,2008,241072.0,18594.0,Urus,Super Esportivo
Branco,8V-3388,Chevrolet,2019,22406.0,391052.0,Tucson,Sedan
Branco,9Z-2883,Mitsubishi,2000,60650.0,616667.0,F430,Super Esportivo
Verde,5F-8744,Toyota,2019,53873.0,444577.0,Kicks,Esportivo
Verde,1N-9103,Mitsubishi,2010,177298.0,130171.0,Onix,Sedan
Verde,3L-4073,Ford,2000,41980.0,633938.0,Urus,Sedan
Preto,4U-5027,Ferrari,2007,263875.0,814889.0,A3,Super Esportivo
Vermelho,1W-6118,Lamborghini,1993,154013.0,736105.0,LaFerrari,Super Esportivo
Azul,1Z-5394,Honda,2015,107425.0,102574.0,Onix,Hatch
Verde,1Z-6097,Toyota,2011,170465.0,572027.0,Reventón,Hatch
Vermelho,9E-6608,Ford,1994,68543.0,915839.0,Fit,Sedan
Preto,5B-7581,Lamborghini,2016,264174.0,723792.0,Compass,Pick-up
Branco,8M-7781,Mitsubishi,1994,228289.0,475502.0,458 Speciale,Super Esportivo
Vermelho,4F-2346,Toyota,2006,15242.0,316850.0,Eclipse GT,Esportivo
Preto,1Q-2386,Lamborghini,2019,259559.0,687958.0,Corolla,Esportivo
Verde,8X-1517,Toyota,1991,193685.0,357293.0,Fit,Super Esportivo
Azul,2F-1295,Lamborghini,2002,256430.0,538547.0,Golf,SUV
Vermelho,5A-1446,Honda,2019,124738.0,624913.0,Creta,SUV
Preto,4Y-1707,Honda,2011,73994.0,637685.0,Palio,Sedan
Azul,4W-4334,Mitsubishi,2016,119767.0,929336.0,Duster,Hatch
Azul,5M-6535,Chevrolet,1996,77024.0,544659.0,Palio,SUV
Verde,5J-5642,Lamborghini,2015,188248.0,988221.0,California T,Super Esportivo
Preto,7E-3391,Ford,1996,217532.0,797206.0,F12 Berlinetta,Sedan
Azul,5Q-3477,Ford,2011,222328.0,586236.0,Eclipse GT,Esportivo
Branco,8D-3110,Mitsubishi,2010,258229.0,472858.0,California T,SUV
Preto,5T-7158,Lamborghini,2007,116125.0,683888.0,Civic,Pick-up
Branco,5I-3328,Lamborghini,1991,28071.0,252870.0,Urus,Super Esportivo
Verde,1E-5771,Honda,2015,190263.0,470625.0,Fit,Super Esportivo
Verde,3Y-6489,Ferrari,1994,291394.0,379600.0,A3,Pick-up
Preto,5X-9312,Chevrolet,2011,271714.0,471004.0,Polo,Hatch
Vermelho,2A-4258,Chevrolet,2003,15329.0,394413.0,Palio,Hatch
Vermelho,7Z-9064,Toyota,2001,135607.0,249532.0,A3,SUV
Verde,7L-8008,Toyota,2005,1737.0,953406.0,Ranger,Esportivo
Preto,7H-8701,Chevrolet,2003,16689.0,203347.0,City,Esportivo
Branco,7O-3151,Chevrolet,1999,265245.0,862591.0,Fit,Pick-up
Azul,2T-3374,Ford,2008,93222.0,584053.0,LaFerrari,SUV
Branco,6E-6869,Honda,1990,22371.0,821426.0,Tucson,Super Esportivo
Branco,4J-3410,Ferrari,2003,73849.0,612603.0,Creta,Sedan
Preto,9R-2735,Ford,2013,85158.0,799632.0,City,Hatch
Verde,6L-7639,Ferrari,2002,9538.0,248148.0,488 GTB,Sedan
Preto,8Q-5009,Toyota,2005,210196.0,532744.0,F12 Berlinetta,Hatch
Branco,3I-7648,Toyota,2011,239246.0,292865.0,Tucson,Esportivo
Vermelho,7D-4463,Toyota,1997,198094.0,775821.0,F12 Berlinetta,SUV
Branco,7A-6450,Chevrolet,1993,21063.0,740659.0,Huracan,Super Esportivo
Azul,3Q-8427,Toyota,2015,225290.0,270220.0,Tucson,Esportivo
Azul,1F-1661,Toyota,2013,82291.0,782958.0,Renegade,Super Esportivo
Verde,9H-6341,Chevrolet,1993,256375.0,547965.0,Hilux,Super Esportivo
Branco,2O-9078,Mitsubishi,2016,291535.0,809747.0,Civic,Super Esportivo
Verde,3O-5517,Lamborghini,2006,100354.0,780401.0,812 GTS,Pick-up
Vermelho,3A-6043,Ferrari,1999,47178.0,542738.0,Civic,SUV
Vermelho,2N-7786,Chevrolet,2010,80608.0,302504.0,458 Italia,Super Esportivo
Preto,5R-6224,Ferrari,2017,43539.0,429951.0,Aventador SVJ,Sedan
Branco,5F-2181,Lamborghini,2013,23698.0,349844.0,F12 Berlinetta,Hatch
Vermelho,4S-8122,Chevrolet,2022,201463.0,143300.0,F12 Berlinetta,Sedan
Vermelho,7K-4449,Lamborghini,2018,101347.0,241539.0,S10,Hatch
Verde,3W-3037,Chevrolet,1997,141831.0,51607.0,Aventador,Hatch
Branco,9O-7768,Mitsubishi,2003,189064.0,460636.0,812 Superfast,Pick-up
Preto,5M-2768,Mitsubishi,2009,43649.0,288317.0,Voyage,Esportivo
Verde,9R-1105,Ferrari,1993,223596.0,382869.0,812 GTS,Hatch
Preto,7E-9723,Chevrolet,2002,131529.0,932942.0,812 Superfast,SUV
Verde,1G-4366,Mitsubishi,2015,192464.0,369955.0,Cruze,Sedan
Vermelho,8Z-8625,Ford,2011,24825.0,655464.0,Polo,Esportivo
Verde,1E-2842,Lamborghini,2006,172153.0,821393.0,Huracan,Sedan
Vermelho,1H-7046,Lamborghini,1994,285871.0,174277.0,Focus,Pick-up
Vermelho,7H-3631,Lamborghini,1992,176601.0,693222.0,Portofino,Hatch
Vermelho,2F-7705,Chevrolet,2007,13205.0,583035.0,Tiguan,Esportivo
Verde,2Z-4915,Chevrolet,2012,212294.0,461963.0,Portofino,Hatch
Verde,9W-6512,Ford,2013,149417.0,704900.0,Urus,Super Esportivo
Branco,9Q-2948,Mitsubishi,2012,75516.0,424400.0,Golf,Pick-up
Azul,5S-4638,Honda,2009,173877.0,357363.0,Essenza SCV12,SUV
Verde,3P-5637,Toyota,2022,180498.0,226039.0,F430,Super Esportivo
Preto,8S-3178,Ferrari,2011,224543.0,656613.0,Essenza SCV12,Super Esportivo
Vermelho,3N-4593,Honda,1995,182676.0,419318.0,California T,Hatch
Preto,4G-5356,Mitsubishi,1996,96111.0,260123.0,Uno,SUV
Azul,9T-1454,Ferrari,2002,184628.0,56869.0,Huracan,SUV
Vermelho,6T-8254,Mitsubishi,2013,153491.0,349114.0,Creta,SUV
Vermelho,3T-1609,Ferrari,1998,62223.0,306884.0,Civic,SUV
Verde,6W-9975,Ford,2003,101439.0,263070.0,Renegade,Sedan
Preto,8K-5602,Chevrolet,2006,86410.0,875572.0,City,Pick-up
Azul,8V-2424,Ferrari,2002,12042.0,120674.0,California T,Esportivo
Azul,9A-8892,Toyota,2019,59608.0,475085.0,Essenza SCV12,Pick-up
Azul,8I-6536,Toyota,2019,134326.0,12903.0,Fiesta Sedan,Sedan
Preto,4S-2428,Honda,2018,25903.0,196995.0,Corolla,Esportivo
Vermelho,3J-3008,Mitsubishi,2007,294710.0,785386.0,F8 Tributo,Esportivo
Azul,8I-8147,Mitsubishi,1990,169352.0,779547.0,HR-V,Sedan
Branco,1O-9541,Lamborghini,2017,15583.0,101737.0,Renegade,Sedan
Preto,9F-6173,Mitsubishi,2016,269920.0,889284.0,Corolla,Hatch
Branco,9R-4848,Toyota,2011,174930.0,340512.0,Tiguan,Super Esportivo
Azul,5V-4179,Chevrolet,2014,44409.0,145268.0,Huracan,SUV
Branco,2S-9711,Lamborghini,2016,42952.0,971946.0,Creta,Sedan
Verde,3U-2478,Mitsubishi,2009,152457.0,747856.0,Strada,SUV
Branco,7H-2977,Honda,2013,195417.0,849566.0,LaFerrari,Esportivo
Preto,5S-1015,Mitsubishi,2019,290508.0,94285.0,458 Italia,SUV
Verde,5N-7626,Mitsubishi,2019,112246.0,931121.0,Eclipse GT,Pick-up
Preto,3I-9002,Ford,1998,27002.0,73682.0,Focus,Esportivo
Preto,3O-5035,Honda,1996,233019.0,279141.0,Uno,Pick-up
Azul,2G-2875,Toyota,1994,250780.0,806828.0,F12 Berlinetta,Super Esportivo
Vermelho,2W-5722,Honda,2006,132110.0,298816.0,F430,Pick-up
Verde,1J-2938,Lamborghini,2017,210985.0,754181.0,Fiesta Sedan,Pick-up
Verde,6J-9458,Mitsubishi,1995,146525.0,441320.0,488 Pista,Sedan
Verde,2L-1182,Toyota,2001,673.0,804230.0,Palio,Hatch
Branco,6U-4025,Mitsubishi,1998,33276.0,365721.0,Strada,SUV
Vermelho,1E-3394,Lamborghini,2008,21554.0,328614.0,Onix,Esportivo
Preto,2J-6422,Mitsubishi,2011,89736.0,931800.0,Tiguan,Sedan
Azul,9V-5066,Ferrari,1999,251123.0,602450.0,812 GTS,SUV
Vermelho,8N-1418,Mitsubishi,2014,242867.0,47572.0,Focus,Hatch
Vermelho,6N-7487,Mitsubishi,1991,21711.0,126213.0,Reventón,Hatch
Azul,2Q-9971,Honda,2003,230353.0,832759.0,S10,Esportivo
Azul,9E-7281,Toyota,2013,269920.0,430840.0,S10,SUV
Azul,3B-8066,Ferrari,2009,257314.0,353730.0,Fiesta,SUV
Preto,2T-1549,Lamborghini,2009,299581.0,194202.0,458 Speciale,Sedan
Verde,4V-4766,Chevrolet,2013,252653.0,991365.0,Duster,Hatch
Branco,3H-6441,Ferrari,2012,81932.0,544822.0,A3,Super Esportivo
Vermelho,3F-2154,Ferrari,1996,244620.0,638156.0,Strada,Pick-up
Vermelho,9J-9083,Honda,2009,86614.0,820576.0,City,Hatch
Azul,9X-5055,Ford,2001,160419.0,187781.0,Sian,SUV
Preto,7B-2321,Mitsubishi,2020,32512.0,454246.0,488 Pista,Sedan
Verde,5K-3651,Mitsubishi,2010,273240.0,214545.0,Uno,Esportivo
Branco,6Z-5442,Lamborghini,2020,227732.0,257402.0,C4 Cactus,Super Esportivo
Azul,8K-3289,Lamborghini,2007,54911.0,807703.0,Fit,SUV
Azul,3M-5721,Honda,2003,167649.0,974398.0,City,Hatch
Preto,6E-2442,Ferrari,2019,184807.0,357526.0,A3,Super Esportivo
Branco,8G-7597,Mitsubishi,2015,149929.0,656169.0,Kicks,Esportivo
Verde,2J-6475,Lamborghini,2004,135423.0,571026.0,Compass,Hatch
Preto,1L-4346,Mitsubishi,2023,110188.0,610979.0,Fit,Sedan
Azul,8I-6599,Honda,1994,81991.0,701410.0,Fiesta Sedan,Hatch
Azul,6J-9503,Ford,2020,92358.0,877059.0,HR-V,Esportivo
Preto,2L-9807,Mitsubishi,2018,176559.0,225137.0,458 Speciale,SUV
Vermelho,4K-6049,Ford,1998,105993.0,577161.0,Tucson,Hatch
Azul,5W-5753,Chevrolet,1999,190372.0,96712.0,Duster,Pick-up
Vermelho,1W-2700,Ford,2009,247592.0,807939.0,Huracan,Esportivo
Verde,5V-6627,Mitsubishi,2002,45357.0,279954.0,Golf,Pick-up
Preto,4P-3600,Ferrari,2023,173333.0,698605.0,Urus,SUV
Verde,3G-8594,Chevrolet,2008,20134.0,472120.0,Onix,Super Esportivo
Vermelho,2L-3838,Ferrari,2010,25000.0,463584.0,Portofino,Esportivo
Branco,6Q-9108,Chevrolet,2011,240658.0,454525.0,Focus,Super Esportivo
Azul,6W-9517,Mitsubishi,2022,160703.0,854632.0,S10,Sedan
Azul,3K-7970,Honda,1994,158994.0,529963.0,Fiesta Sedan,Sedan
Branco,5G-8904,Toyota,2011,251741.0,129948.0,Onix,Esportivo
Preto,2F-5679,Mitsubishi,2011,97452.0,473932.0,Reventón,Pick-up
Branco,1X-9673,Lamborghini,2014,76378.0,864821.0,Golf,Hatch
Branco,2D-4733,Ford,2012,57756.0,592745.0,Uno,SUV
Vermelho,7W-8849,Chevrolet,2001,279899.0,69846.0,Fusion,SUV
Preto,3I-8660,Ford,2005,123597.0,796360.0,488 Pista,Esportivo
Branco,2N-5511,Ferrari,2021,81349.0,174010.0,812 Superfast,Hatch
Preto,8S-3993,Ferrari,2010,272864.0,939649.0,Urus,Hatch
Vermelho,9P-2586,Ford,2000,255064.0,791065.0,F8 Tributo,SUV
Preto,8H-2954,Honda,2012,3023.0,181552.0,Urus,Pick-up
Preto,2H-9888,Ford,2021,16442.0,55555.0,Onix,Sedan
Verde,8H-5561,Toyota,2023,204634.0,432191.0,F12 Berlinetta,Esportivo
Branco,8R-5460,Ford,2014,5157.0,876050.0,C4 Cactus,Esportivo
Azul,1E-9242,Toyota,1999,61800.0,548926.0,Portofino,Hatch
Vermelho,1N-9321,Lamborghini,1993,101802.0,591125.0,Portofino,Esportivo
Preto,9W-2474,Ferrari,2005,68497.0,288901.0,City,SUV
Branco,4A-3261,Chevrolet,2015,22325.0,49899.0,458 Speciale,Pick-up
Preto,4Z-4217,Lamborghini,2000,36222.0,389843.0,Tucson,Hatch
Vermelho,8S-3830,Honda,2010,238814.0,989317.0,Palio,SUV
Preto,6G-9976,Honda,2011,109386.0,200479.0,Kicks,Esportivo
Preto,8S-6657,Mitsubishi,2019,148722.0,368048.0,Creta,Sedan
Branco,4Q-4209,Mitsubishi,2010,254170.0,80189.0,Fusion,Esportivo
Verde,9W-3679,Ford,2018,2481.0,364498.0,Fit,Hatch
Vermelho,1G-1596,Mitsubishi,1997,146103.0,64585.0,Hilux,Hatch
Verde,7J-7184,Honda,1991,92350.0,16207.0,Ranger,Sedan
Vermelho,4M-7799,Ford,2007,245726.0,399743.0,Golf,Esportivo
Azul,1M-6181,Chevrolet,2017,227628.0,843017.0,Renegade,Pick-up
Azul,6O-2653,Lamborghini,1998,91950.0,509794.0,Fusion,Pick-up
Azul,9M-8659,Ford,2013,273334.0,718569.0,Eclipse GT,Pick-up
Verde,1Z-8995,Lamborghini,2022,187580.0,850224.0,Palio,Esportivo
Preto,3A-2132,Toyota,1999,40565.0,964136.0,Eclipse GT,Pick-up
Vermelho,2J-5070,Honda,2021,1958.0,450160.0,Ranger,Sedan
Preto,4G-4360,Mitsubishi,2009,274314.0,401923.0,Renegade,Pick-up
Preto,2B-7373,Ford,2002,198347.0,422564.0,Compass,Hatch
Verde,3X-2329,Lamborghini,2012,113025.0,644659.0,Sian,SUV
Vermelho,7K-4944,Mitsubishi,1998,240587.0,867707.0,Polo,Super Esportivo
Preto,4Q-6708,Ferrari,2011,117006.0,10013.0,Portofino,Sedan
Verde,5L-4371,Lamborghini,2010,54738.0,177831.0,458 Italia,Esportivo
Verde,2U-8046,Lamborghini,2012,79338.0,38887.0,Corolla,Esportivo
Branco,1Q-4359,Chevrolet,1999,60215.0,134889.0,Tiguan,Pick-up
Vermelho,1V-4697,Ferrari,2005,180408.0,200261.0,Renegade,SUV
Verde,3Z-6158,Honda,1999,284776.0,990383.0,458 Italia,SUV
Preto,3A-3274,Mitsubishi,2007,241787.0,382211.0,F12 Berlinetta,Pick-up
Verde,3E-1130,Mitsubishi,1992,48319.0,263696.0,Tucson,Hatch
Verde,9W-8651,Mitsubishi,2015,83519.0,950998.0,Civic,Sedan
Preto,9C-9802,Mitsubishi,1994,285921.0,38064.0,Fiesta Sedan,Super Esportivo
Verde,6A-3919,Chevrolet,1997,7839.0,142872.0,Duster,Esportivo
Vermelho,3Q-7795,Ferrari,1998,231513.0,909641.0,Huracan,Pick-up
Vermelho,2S-1641,Chevrolet,2020,13065.0,990411.0,812 Superfast,Super Esportivo
Branco,8F-7402,Mitsubishi,2001,230246.0,651262.0,Fit,Pick-up
Preto,8Y-2153,Lamborghini,2004,125267.0,844460.0,Fiesta Sedan,Esportivo
Vermelho,5X-5846,Lamborghini,1991,200752.0,139303.0,Tiguan,SUV
Vermelho,7V-3422,Mitsubishi,1994,30472.0,36744.0,Portofino,Pick-up
Vermelho,8W-7206,Ford,2020,261127.0,73974.0,Ranger,Pick-up
Preto,8F-2601,Chevrolet,1990,207764.0,887083.0,Portofino,Sedan
Preto,1S-4795,Ferrari,2023,108729.0,22726.0,Focus,Pick-up
Azul,7F-1327,Honda,2014,38281.0,15981.0,Aventador,Esportivo
Branco,9Q-7251,Mitsubishi,1992,124277.0,772220.0,A3,Sedan
Verde,2M-3115,Toyota,1990,194214.0,138465.0,California T,Sedan
Verde,7F-8854,Mitsubishi,1993,45896.0,322472.0,812 Superfast,Super Esportivo
Vermelho,4P-3604,Mitsubishi,2020,192037.0,987628.0,Fiesta,Super Esportivo
Preto,8A-3234,Lamborghini,2012,119447.0,556097.0,Fiesta Sedan,Sedan
Preto,5T-4029,Chevrolet,2020,23542.0,856798.0,Compass,Hatch
Branco,2P-9567,Honda,2019,49904.0,21478.0,Onix,Sedan
Verde,9H-8204,Ferrari,2004,11388.0,77310.0,458 Speciale,Pick-up
Vermelho,5V-2932,Ford,2020,217819.0,157899.0,F12 Berlinetta,Hatch
Preto,9O-5724,Honda,1998,292670.0,807895.0,Aventador,Sedan
Verde,1Y-3057,Mitsubishi,2022,96910.0,986892.0,Gallardo,SUV
Azul,2M-1212,Toyota,2021,97473.0,391195.0,Tucson,Sedan
Vermelho,4F-9341,Honda,2012,286208.0,778116.0,California T,Pick-up
Branco,6L-6215,Mitsubishi,2010,173001.0,931754.0,C4 Cactus,Pick-up
Azul,6I-9590,Mitsubishi,2012,245300.0,346403.0,A3,Sedan
Vermelho,1N-1149,Ford,1994,48728.0,404812.0,Sian,Sedan
Preto,2E-5106,Honda,2015,42590.0,116441.0,Palio,SUV
Preto,3H-3811,Mitsubishi,2003,140875.0,772988.0,A3,Super Esportivo
Vermelho,9U-9700,Ferrari,1999,209615.0,22080.0,Ranger,Sedan
Vermelho,4G-7405,Ford,1999,160314.0,471140.0,California T,Sedan
Vermelho,5G-9668,Toyota,2013,22802.0,833871.0,458 Italia,SUV
Vermelho,7U-3310,Chevrolet,2019,187232.0,487263.0,C4 Cactus,Esportivo
Preto,8I-5313,Lamborghini,1992,105906.0,387532.0,Cruze,Pick-up
Azul,1Y-7831,Lamborghini,2002,95042.0,37820.0,Reventón,Esportivo
Vermelho,7X-2062,Toyota,2008,17797.0,561765.0,F430,Pick-up
Vermelho,5D-6379,Lamborghini,2015,47276.0,368905.0,Tiguan,Esportivo
Branco,2M-8267,Toyota,1992,71345.0,342220.0,A3,Sedan
Verde,3Y-9846,Lamborghini,2009,90212.0,633670.0,812 GTS,SUV
Azul,4U-5586,Ford,2021,252362.0,352078.0,Eclipse GT,SUV
